2.81,0.13,0.04,-9.8,0.001,-0.0024,0.09
2.82,0.13,0.06,-9.79,0.001,-0.0022,0.0904
2.83,0.12,0.03,-9.81,0.001,-0.0022,0.0908
2.84,0.12,0.04,-9.79,0.001,-0.002,0.0912
2.85,0.11,0.04,-9.8,0.001,-0.0022,0.0918
2.86,0.11,0.04,-9.8,0.001,-0.0022,0.092
2.87,0.1,0.05,-9.81,0.001,-0.0022,0.0924
2.88,0.11,0.04,-9.79,0.001,-0.002,0.093
2.89,0.11,0.03,-9.81,0.001,-0.0022,0.0934
2.9,0.12,0.05,-9.79,0.001,-0.0022,0.0938
2.91,0.11,0.04,-9.81,0.0012,-0.002,0.0942
2.92,0.11,0.03,-9.8,0.001,-0.0022,0.0946
2.93,0.09,0.06,-9.79,0.001,-0.002,0.095
2.94,0.1,0.04,-9.78,0.0012,-0.002,0.0954
2.95,0.11,0.04,-9.8,0.0012,-0.002,0.0958
2.96,0.11,0.04,-9.8,0.001,-0.002,0.0964
2.97,0.11,0.02,-9.8,0.0012,-0.0022,0.0966
2.98,0.09,0.05,-9.79,0.001,-0.002,0.097
2.99,0.1,0.05,-9.8,0.0012,-0.002,0.0974
3,0.09,0.05,-9.8,0.0012,-0.002,0.0978
3.01,0.09,0.04,-9.79,0.001,-0.002,0.0982
3.02,0.09,0.03,-9.8,0.0012,-0.002,0.0988
3.03,0.08,0.04,-9.8,0.0012,-0.0018,0.099
3.04,0.08,0.04,-9.82,0.0012,-0.002,0.0994
3.05,0.1,0.06,-9.81,0.0012,-0.002,0.0998
3.06,0.09,0.05,-9.8,0.0012,-0.002,0.1002
3.07,0.09,0.04,-9.79,0.0012,-0.002,0.1004
3.08,0.09,0.06,-9.81,0.0014,-0.002,0.101
3.09,0.08,0.04,-9.82,0.0012,-0.002,0.1016
3.1,0.08,0.06,-9.8,0.0012,-0.0018,0.1018
3.11,0.09,0.05,-9.78,0.0012,-0.002,0.102
3.12,0.06,0.04,-9.81,0.0012,-0.002,0.1026
3.13,0.08,0.05,-9.78,0.0014,-0.002,0.103
3.14,0.07,0.05,-9.81,0.0012,-0.002,0.1032
3.15,0.07,0.04,-9.79,0.0014,-0.0018,0.1038
3.16,0.05,0.06,-9.82,0.0012,-0.002,0.1042
3.17,0.06,0.06,-9.81,0.0014,-0.002,0.1044
3.18,0.06,0.06,-9.78,0.0012,-0.002,0.105
3.19,0.05,0.06,-9.81,0.0012,-0.002,0.1052
3.2,0.07,0.03,-9.78,0.0014,-0.002,0.1056
3.21,0.05,0.05,-9.79,0.0012,-0.002,0.106
3.22,0.05,0.04,-9.8,0.0014,-0.0018,0.1064
3.23,0.05,0.05,-9.81,0.0014,-0.002,0.1068
3.24,0.05,0.06,-9.79,0.0012,-0.002,0.1072
3.25,0.05,0.07,-9.81,0.0014,-0.002,0.1076
3.26,0.05,0.05,-9.79,0.0014,-0.002,0.1078
3.27,0.04,0.07,-9.8,0.0012,-0.002,0.1084
3.28,0.04,0.06,-9.8,0.0014,-0.002,0.1086
3.29,0.05,0.08,-9.8,0.0014,-0.002,0.109
3.3,0.07,0.06,-9.79,0.0014,-0.002,0.1094
3.31,0.04,0.06,-9.81,0.0014,-0.002,0.1098
3.32,0.04,0.06,-9.8,0.0014,-0.002,0.1102
3.33,0.06,0.07,-9.8,0.0012,-0.002,0.1104
3.34,0.06,0.06,-9.79,0.0014,-0.0022,0.1108
3.35,0.03,0.06,-9.8,0.0014,-0.002,0.1112
3.36,0.02,0.06,-9.78,0.0014,-0.002,0.1116
3.37,0.03,0.05,-9.8,0.0014,-0.002,0.112
3.38,0.04,0.06,-9.82,0.0014,-0.0022,0.1122
3.39,0.02,0.06,-9.8,0.0014,-0.002,0.1128
3.4,0.01,0.07,-9.81,0.0016,-0.0022,0.113
3.41,0.01,0.1,-9.79,0.0014,-0.002,0.1134
3.42,0.02,0.06,-9.82,0.0014,-0.002,0.1138
3.43,0.04,0.07,-9.8,0.0014,-0.0022,0.1142
3.44,0.02,0.07,-9.79,0.0016,-0.002,0.1144
3.45,0.02,0.07,-9.79,0.0014,-0.0022,0.1148
3.46,0.02,0.07,-9.81,0.0014,-0.002,0.1152
